ctry_cd,country,item_cd,item,year,domestic_t_ctry_y,feed_t_ctry_y,food_t_ctry_y,losses_t_ctry_y,other_uses_t_ctry_y,processing_t_ctry_y,seeds_t_ctry_y
1,Armenia,2511,Wheat and products,2010,505000.0,61000.0,372000.0,38000.0,1000.0,12000.0,22000.0
1,Armenia,2511,Wheat and products,2011,516000.0,65000.0,386000.0,34000.0,0.0,12000.0,20000.0
1,Armenia,2511,Wheat and products,2012,532000.0,92000.0,377000.0,29000.0,0.0,10000.0,23000.0
1,Armenia,2511,Wheat and products,2013,554000.0,93000.0,389000.0,32000.0,0.0,10000.0,30000.0
1,Armenia,2513,Barley and products,2010,160000.0,86000.0,11000.0,12000.0,34000.0,3000.0,14000.0
1,Armenia,2513,Barley and products,2011,201000.0,124000.0,7000.0,15000.0,37000.0,3000.0,15000.0
1,Armenia,2513,Barley and products,2012,172000.0,121000.0,1000.0,14000.0,16000.0,7000.0,14000.0
1,Armenia,2513,Barley and products,2013,198000.0,137000.0,0.0,15000.0,26000.0,7000.0,14000.0
1,Armenia,2514,Maize and products,2010,62000.0,57000.0,0.0,5000.0,,,0.0
1,Armenia,2514,Maize and products,2011,71000.0,66000.0,0.0,5000.0,,,0.0
1,Armenia,2514,Maize and products,2012,58000.0,53000.0,0.0,5000.0,,,0.0
1,Armenia,2514,Maize and products,2013,102000.0,96000.0,0.0,7000.0,,,0.0
1,Armenia,2515,Rye and products,2010,1000.0,0.0,0.0,0.0,,,0.0
1,Armenia,2515,Rye and products,2011,2000.0,1000.0,0.0,0.0,,,0.0
1,Armenia,2515,Rye and products,2012,1000.0,1000.0,0.0,0.0,,,0.0
1,Armenia,2515,Rye and products,2013,1000.0,1000.0,0.0,0.0,,,0.0
1,Armenia,2516,Oats,2010,3000.0,2000.0,1000.0,0.0,,,0.0
1,Armenia,2516,Oats,2011,4000.0,3000.0,1000.0,0.0,,,0.0
1,Armenia,2516,Oats,2012,4000.0,3000.0,1000.0,0.0,,,0.0
1,Armenia,2516,Oats,2013,6000.0,4000.0,1000.0,0.0,,,0.0
1,Armenia,2517,Millet and products,2010,0.0,0.0,,,,,
1,Armenia,2517,Millet and products,2011,0.0,0.0,,,,,
1,Armenia,2517,Millet and products,2012,9000.0,9000.0,,,,,
1,Armenia,2517,Millet and products,2013,0.0,0.0,,,,,
1,Armenia,2518,Sorghum and products,2010,0.0,0.0,,,,,
1,Armenia,2518,Sorghum and products,2011,0.0,0.0,,,,,
1,Armenia,2518,Sorghum and products,2012,0.0,0.0,,,,,
1,Armenia,2518,Sorghum and products,2013,0.0,0.0,,,,,
1,Armenia,2520,"Cereals, Other",2010,10000.0,0.0,6000.0,0.0,3000.0,,1000.0
1,Armenia,2520,"Cereals, Other",2011,35000.0,1000.0,25000.0,1000.0,8000.0,,1000.0
1,Armenia,2520,"Cereals, Other",2012,18000.0,1000.0,5000.0,1000.0,10000.0,,1000.0
1,Armenia,2520,"Cereals, Other",2013,21000.0,1000.0,6000.0,1000.0,12000.0,,1000.0
1,Armenia,2531,Potatoes and products,2010,482000.0,88000.0,143000.0,79000.0,1000.0,57000.0,113000.0
1,Armenia,2531,Potatoes and products,2011,552000.0,173000.0,131000.0,66000.0,10000.0,57000.0,115000.0
1,Armenia,2531,Potatoes and products,2012,654000.0,236000.0,133000.0,84000.0,10000.0,66000.0,125000.0
1,Armenia,2531,Potatoes and products,2013,672000.0,225000.0,134000.0,96000.0,16000.0,78000.0,123000.0
1,Armenia,2532,Cassava and products,2010,0.0,0.0,,,,,
1,Armenia,2532,Cassava and products,2011,0.0,0.0,,,,,
1,Armenia,2532,Cassava and products,2012,0.0,0.0,,,,,
1,Armenia,2532,Cassava and products,2013,0.0,0.0,,,,,
1,Armenia,2534,"Roots, Other",2010,0.0,0.0,,,,,
1,Armenia,2534,"Roots, Other",2011,0.0,0.0,,,,,
1,Armenia,2534,"Roots, Other",2012,0.0,0.0,,,,,
1,Armenia,2534,"Roots, Other",2013,0.0,0.0,,,,,
1,Armenia,2537,Sugar beet,2010,26000.0,1000.0,,,,25000.0,
1,Armenia,2537,Sugar beet,2011,57000.0,1000.0,,,,56000.0,
1,Armenia,2537,Sugar beet,2012,54000.0,0.0,,,,54000.0,
1,Armenia,2537,Sugar beet,2013,55000.0,1000.0,,,,54000.0,
1,Armenia,2542,Sugar (Raw Equivalent),2010,119000.0,,119000.0,,0.0,,
1,Armenia,2542,Sugar (Raw Equivalent),2011,107000.0,,107000.0,,0.0,,
1,Armenia,2542,Sugar (Raw Equivalent),2012,93000.0,,100000.0,,0.0,,
1,Armenia,2542,Sugar (Raw Equivalent),2013,93000.0,,98000.0,,0.0,,
1,Armenia,2543,"Sweeteners, Other",2010,6000.0,,1000.0,,5000.0,,
1,Armenia,2543,"Sweeteners, Other",2011,0.0,,0.0,,0.0,,
1,Armenia,2543,"Sweeteners, Other",2012,7000.0,,7000.0,,0.0,,
1,Armenia,2543,"Sweeteners, Other",2013,5000.0,,5000.0,,0.0,,
1,Armenia,2546,Beans,2010,4000.0,4000.0,,0.0,,,0.0
1,Armenia,2546,Beans,2011,6000.0,5000.0,,0.0,,,0.0
1,Armenia,2546,Beans,2012,5000.0,4000.0,,0.0,,,0.0
1,Armenia,2546,Beans,2013,5000.0,5000.0,,0.0,,,0.0
1,Armenia,2547,Peas,2010,3000.0,3000.0,,,,,
1,Armenia,2547,Peas,2011,2000.0,2000.0,,,,,
1,Armenia,2547,Peas,2012,2000.0,2000.0,,,,,
1,Armenia,2547,Peas,2013,2000.0,2000.0,,,,,
1,Armenia,2549,"Pulses, Other and products",2010,4000.0,4000.0,0.0,0.0,,,
1,Armenia,2549,"Pulses, Other and products",2011,3000.0,3000.0,0.0,0.0,,,
1,Armenia,2549,"Pulses, Other and products",2012,2000.0,2000.0,0.0,0.0,,,
1,Armenia,2549,"Pulses, Other and products",2013,3000.0,3000.0,0.0,0.0,,,
1,Armenia,2551,Nuts and products,2010,5000.0,,5000.0,0.0,,,
1,Armenia,2551,Nuts and products,2011,5000.0,,5000.0,0.0,,,
1,Armenia,2551,Nuts and products,2012,5000.0,,5000.0,0.0,,,
1,Armenia,2551,Nuts and products,2013,6000.0,,6000.0,0.0,,,
1,Armenia,2555,Soyabeans,2010,0.0,0.0,0.0,,,,
1,Armenia,2555,Soyabeans,2011,0.0,0.0,0.0,,,,
1,Armenia,2555,Soyabeans,2012,0.0,0.0,0.0,,,,
1,Armenia,2555,Soyabeans,2013,0.0,0.0,0.0,,,,
1,Armenia,2556,Groundnuts (Shelled Eq),2010,1000.0,,1000.0,,,,
1,Armenia,2556,Groundnuts (Shelled Eq),2011,1000.0,,1000.0,,,,
1,Armenia,2556,Groundnuts (Shelled Eq),2012,1000.0,,1000.0,,,,
1,Armenia,2556,Groundnuts (Shelled Eq),2013,1000.0,,1000.0,,,,
1,Armenia,2557,Sunflower seed,2010,4000.0,2000.0,,,,2000.0,
1,Armenia,2557,Sunflower seed,2011,3000.0,2000.0,,,,1000.0,
1,Armenia,2557,Sunflower seed,2012,6000.0,0.0,,,,5000.0,
1,Armenia,2557,Sunflower seed,2013,2000.0,0.0,,,,2000.0,
1,Armenia,2558,Rape and Mustardseed,2010,0.0,0.0,0.0,,,,
1,Armenia,2558,Rape and Mustardseed,2011,0.0,0.0,0.0,,,,
1,Armenia,2558,Rape and Mustardseed,2012,0.0,0.0,0.0,,,,
1,Armenia,2558,Rape and Mustardseed,2013,0.0,0.0,0.0,,,,
1,Armenia,2560,Coconuts - Incl Copra,2010,0.0,,0.0,,,,
1,Armenia,2560,Coconuts - Incl Copra,2011,1000.0,,1000.0,,,,
1,Armenia,2560,Coconuts - Incl Copra,2012,0.0,,0.0,,,,
1,Armenia,2560,Coconuts - Incl Copra,2013,0.0,,0.0,,,,
1,Armenia,2561,Sesame seed,2010,1000.0,,1000.0,,,,
1,Armenia,2561,Sesame seed,2011,0.0,,0.0,,,,
1,Armenia,2561,Sesame seed,2012,0.0,,0.0,,,,
1,Armenia,2561,Sesame seed,2013,0.0,,0.0,,,,
1,Armenia,2563,Olives (including preserved),2010,2000.0,,2000.0,,,,
1,Armenia,2563,Olives (including preserved),2011,3000.0,,3000.0,,,,
1,Armenia,2563,Olives (including preserved),2012,3000.0,,3000.0,,,,
1,Armenia,2563,Olives (including preserved),2013,3000.0,,3000.0,,,,
1,Armenia,2570,"Oilcrops, Other",2010,0.0,0.0,0.0,,,,
1,Armenia,2570,"Oilcrops, Other",2011,0.0,0.0,0.0,,,,
1,Armenia,2570,"Oilcrops, Other",2012,0.0,0.0,0.0,,,,
1,Armenia,2570,"Oilcrops, Other",2013,1000.0,1000.0,0.0,,,,
1,Armenia,2571,Soyabean Oil,2010,1000.0,,1000.0,,,,
1,Armenia,2571,Soyabean Oil,2011,1000.0,,1000.0,,,,
1,Armenia,2571,Soyabean Oil,2012,1000.0,,1000.0,,,,
1,Armenia,2571,Soyabean Oil,2013,1000.0,,1000.0,,,,
1,Armenia,2572,Groundnut Oil,2010,0.0,,0.0,,,,
1,Armenia,2572,Groundnut Oil,2011,0.0,,0.0,,,,
1,Armenia,2572,Groundnut Oil,2012,0.0,,0.0,,,,
1,Armenia,2572,Groundnut Oil,2013,0.0,,0.0,,,,
1,Armenia,2573,Sunflowerseed Oil,2010,26000.0,,18000.0,,8000.0,,
1,Armenia,2573,Sunflowerseed Oil,2011,27000.0,,20000.0,,7000.0,,
1,Armenia,2573,Sunflowerseed Oil,2012,32000.0,,26000.0,,5000.0,,
1,Armenia,2573,Sunflowerseed Oil,2013,30000.0,,26000.0,,3000.0,,
1,Armenia,2574,Rape and Mustard Oil,2010,0.0,,0.0,,,,
1,Armenia,2574,Rape and Mustard Oil,2011,0.0,,0.0,,,,
1,Armenia,2574,Rape and Mustard Oil,2012,0.0,,0.0,,,,
1,Armenia,2574,Rape and Mustard Oil,2013,0.0,,0.0,,,,
1,Armenia,2575,Cottonseed Oil,2010,0.0,,0.0,,0.0,,
1,Armenia,2575,Cottonseed Oil,2011,0.0,,0.0,,0.0,,
1,Armenia,2575,Cottonseed Oil,2012,0.0,,0.0,,0.0,,
1,Armenia,2575,Cottonseed Oil,2013,0.0,,0.0,,0.0,,
1,Armenia,2576,Palmkernel Oil,2010,0.0,,0.0,,,,
1,Armenia,2576,Palmkernel Oil,2011,0.0,,0.0,,,,
1,Armenia,2576,Palmkernel Oil,2012,0.0,,0.0,,,,
1,Armenia,2576,Palmkernel Oil,2013,0.0,,0.0,,,,
1,Armenia,2577,Palm Oil,2010,1000.0,,,,1000.0,,
1,Armenia,2577,Palm Oil,2011,1000.0,,,,1000.0,,
1,Armenia,2577,Palm Oil,2012,1000.0,,,,1000.0,,
1,Armenia,2577,Palm Oil,2013,1000.0,,,,1000.0,,
1,Armenia,2578,Coconut Oil,2010,3000.0,,3000.0,,,,
1,Armenia,2578,Coconut Oil,2011,1000.0,,1000.0,,,,
1,Armenia,2578,Coconut Oil,2012,1000.0,,1000.0,,,,
1,Armenia,2578,Coconut Oil,2013,1000.0,,1000.0,,,,
1,Armenia,2579,Sesameseed Oil,2010,0.0,,0.0,,,,
1,Armenia,2579,Sesameseed Oil,2011,0.0,,0.0,,,,
1,Armenia,2579,Sesameseed Oil,2012,0.0,,0.0,,,,
1,Armenia,2579,Sesameseed Oil,2013,0.0,,0.0,,,,
1,Armenia,2580,Olive Oil,2010,0.0,,0.0,,0.0,,
1,Armenia,2580,Olive Oil,2011,0.0,,0.0,,0.0,,
1,Armenia,2580,Olive Oil,2012,0.0,,0.0,,0.0,,
1,Armenia,2580,Olive Oil,2013,0.0,,0.0,,0.0,,
1,Armenia,2582,Maize Germ Oil,2010,0.0,,0.0,,,,
1,Armenia,2582,Maize Germ Oil,2011,0.0,,0.0,,,,
1,Armenia,2582,Maize Germ Oil,2012,0.0,,0.0,,,,
1,Armenia,2582,Maize Germ Oil,2013,0.0,,0.0,,,,
1,Armenia,2586,"Oilcrops Oil, Other",2010,4000.0,,0.0,,4000.0,0.0,
1,Armenia,2586,"Oilcrops Oil, Other",2011,4000.0,,0.0,,4000.0,0.0,
1,Armenia,2586,"Oilcrops Oil, Other",2012,3000.0,,0.0,,3000.0,0.0,
1,Armenia,2586,"Oilcrops Oil, Other",2013,2000.0,,0.0,,2000.0,0.0,
1,Armenia,2601,Tomatoes and products,2010,251000.0,,241000.0,10000.0,,,
1,Armenia,2601,Tomatoes and products,2011,274000.0,,258000.0,16000.0,,,
1,Armenia,2601,Tomatoes and products,2012,262000.0,,250000.0,12000.0,,,
1,Armenia,2601,Tomatoes and products,2013,273000.0,,262000.0,11000.0,,,
1,Armenia,2602,Onions,2010,46000.0,,46000.0,0.0,,,
1,Armenia,2602,Onions,2011,51000.0,,51000.0,0.0,,,
1,Armenia,2602,Onions,2012,52000.0,,52000.0,1000.0,,,
1,Armenia,2602,Onions,2013,53000.0,,52000.0,0.0,,,
1,Armenia,2605,"Vegetables, Other",2010,596000.0,12000.0,562000.0,22000.0,,,
1,Armenia,2605,"Vegetables, Other",2011,636000.0,8000.0,603000.0,25000.0,,,
1,Armenia,2605,"Vegetables, Other",2012,767000.0,23000.0,715000.0,29000.0,,,
1,Armenia,2605,"Vegetables, Other",2013,764000.0,13000.0,724000.0,27000.0,,,
1,Armenia,2611,"Oranges, Mandarines",2010,16000.0,,16000.0,,,,
1,Armenia,2611,"Oranges, Mandarines",2011,15000.0,,15000.0,,,,
1,Armenia,2611,"Oranges, Mandarines",2012,11000.0,,11000.0,,,,
1,Armenia,2611,"Oranges, Mandarines",2013,14000.0,,14000.0,,,,
1,Armenia,2612,"Lemons, Limes and products",2010,1000.0,,1000.0,,,,
1,Armenia,2612,"Lemons, Limes and products",2011,1000.0,,1000.0,,,,
1,Armenia,2612,"Lemons, Limes and products",2012,1000.0,,1000.0,,,,
1,Armenia,2612,"Lemons, Limes and products",2013,1000.0,,1000.0,,,,
1,Armenia,2613,Grapefruit and products,2010,2000.0,,2000.0,,,,
1,Armenia,2613,Grapefruit and products,2011,2000.0,,2000.0,,,,
1,Armenia,2613,Grapefruit and products,2012,1000.0,,1000.0,,,,
1,Armenia,2613,Grapefruit and products,2013,2000.0,,2000.0,,,,
1,Armenia,2614,"Citrus, Other",2010,3000.0,,3000.0,,,,
1,Armenia,2614,"Citrus, Other",2011,2000.0,,2000.0,,,,
1,Armenia,2614,"Citrus, Other",2012,1000.0,,1000.0,,,,
1,Armenia,2614,"Citrus, Other",2013,1000.0,,1000.0,,,,
1,Armenia,2615,Bananas,2010,8000.0,,8000.0,,,,
1,Armenia,2615,Bananas,2011,11000.0,,11000.0,,,,
1,Armenia,2615,Bananas,2012,12000.0,,12000.0,,,,
1,Armenia,2615,Bananas,2013,2000.0,,2000.0,,,,
1,Armenia,2616,Plantains,2010,0.0,,0.0,,,,
1,Armenia,2616,Plantains,2011,0.0,,0.0,,,,
1,Armenia,2616,Plantains,2012,0.0,,0.0,,,,
1,Armenia,2616,Plantains,2013,8000.0,,8000.0,,,,
1,Armenia,2617,Apples and products,2010,56000.0,9000.0,43000.0,4000.0,,1000.0,
1,Armenia,2617,Apples and products,2011,77000.0,30000.0,39000.0,6000.0,,3000.0,
1,Armenia,2617,Apples and products,2012,109000.0,14000.0,80000.0,8000.0,,8000.0,
1,Armenia,2617,Apples and products,2013,107000.0,19000.0,74000.0,8000.0,,7000.0,
1,Armenia,2618,Pineapples and products,2010,1000.0,,1000.0,,,,
1,Armenia,2618,Pineapples and products,2011,1000.0,,1000.0,,,,
1,Armenia,2618,Pineapples and products,2012,1000.0,,1000.0,,,,
1,Armenia,2618,Pineapples and products,2013,0.0,,0.0,,,,
1,Armenia,2619,Dates,2010,1000.0,,1000.0,,,,
1,Armenia,2619,Dates,2011,1000.0,,1000.0,,,,
1,Armenia,2619,Dates,2012,1000.0,,1000.0,,,,
1,Armenia,2619,Dates,2013,0.0,,0.0,,,,
1,Armenia,2620,Grapes and products (excl wine),2010,221000.0,,63000.0,11000.0,137000.0,9000.0,
1,Armenia,2620,Grapes and products (excl wine),2011,227000.0,,27000.0,11000.0,179000.0,9000.0,
1,Armenia,2620,Grapes and products (excl wine),2012,234000.0,,50000.0,12000.0,165000.0,7000.0,
1,Armenia,2620,Grapes and products (excl wine),2013,235000.0,,40000.0,12000.0,175000.0,8000.0,
1,Armenia,2625,"Fruits, Other",2010,77000.0,,70000.0,6000.0,,2000.0,
1,Armenia,2625,"Fruits, Other",2011,160000.0,,146000.0,14000.0,,0.0,
1,Armenia,2625,"Fruits, Other",2012,210000.0,,192000.0,18000.0,,0.0,
1,Armenia,2625,"Fruits, Other",2013,206000.0,,187000.0,19000.0,,0.0,
1,Armenia,2630,Coffee and products,2010,12000.0,,12000.0,,,,
1,Armenia,2630,Coffee and products,2011,11000.0,,11000.0,,,,
1,Armenia,2630,Coffee and products,2012,11000.0,,11000.0,,,,
1,Armenia,2630,Coffee and products,2013,12000.0,,12000.0,,,,
1,Armenia,2633,Cocoa Beans and products,2010,6000.0,,6000.0,,,,
1,Armenia,2633,Cocoa Beans and products,2011,7000.0,,7000.0,,,,
1,Armenia,2633,Cocoa Beans and products,2012,6000.0,,6000.0,,,,
1,Armenia,2633,Cocoa Beans and products,2013,7000.0,,7000.0,,,,
1,Armenia,2635,Tea (including mate),2010,0.0,,0.0,,,,
1,Armenia,2635,Tea (including mate),2011,0.0,,0.0,,,,
1,Armenia,2635,Tea (including mate),2012,0.0,,0.0,,,,
1,Armenia,2635,Tea (including mate),2013,0.0,,0.0,,,,
1,Armenia,2640,Pepper,2010,0.0,,0.0,,,,
1,Armenia,2640,Pepper,2011,0.0,,0.0,,,,
1,Armenia,2640,Pepper,2012,0.0,,0.0,,,,
1,Armenia,2640,Pepper,2013,0.0,,0.0,,,,
1,Armenia,2641,Pimento,2010,0.0,,0.0,,,,
1,Armenia,2641,Pimento,2011,0.0,,0.0,,,,
1,Armenia,2641,Pimento,2012,0.0,,0.0,,,,
1,Armenia,2641,Pimento,2013,0.0,,0.0,,,,
1,Armenia,2642,Cloves,2010,0.0,0.0,,,,,
1,Armenia,2642,Cloves,2011,0.0,0.0,,,,,
1,Armenia,2642,Cloves,2012,0.0,0.0,,,,,
1,Armenia,2642,Cloves,2013,0.0,0.0,,,,,
1,Armenia,2645,"Spices, Other",2010,0.0,,0.0,,,,
1,Armenia,2645,"Spices, Other",2011,0.0,,0.0,,,,
1,Armenia,2645,"Spices, Other",2012,0.0,,0.0,,,,
1,Armenia,2645,"Spices, Other",2013,0.0,,0.0,,,,
1,Armenia,2655,Wine,2010,5000.0,,5000.0,,,,
1,Armenia,2655,Wine,2011,6000.0,,6000.0,,,,
1,Armenia,2655,Wine,2012,4000.0,,4000.0,,,,
1,Armenia,2655,Wine,2013,4000.0,,4000.0,,,,
1,Armenia,2656,Beer,2010,19000.0,,19000.0,,,,
1,Armenia,2656,Beer,2011,16000.0,,16000.0,,,,
1,Armenia,2656,Beer,2012,12000.0,,12000.0,,,,
1,Armenia,2656,Beer,2013,19000.0,,19000.0,,,,
1,Armenia,2657,"Beverages, Fermented",2010,0.0,,0.0,,,,
1,Armenia,2657,"Beverages, Fermented",2011,0.0,,0.0,,,,
1,Armenia,2657,"Beverages, Fermented",2012,0.0,,0.0,,,,
1,Armenia,2657,"Beverages, Fermented",2013,0.0,,0.0,,,,
1,Armenia,2658,"Beverages, Alcoholic",2010,9000.0,,9000.0,,,,
1,Armenia,2658,"Beverages, Alcoholic",2011,1000.0,,1000.0,,,,
1,Armenia,2658,"Beverages, Alcoholic",2012,1000.0,,1000.0,,,,
1,Armenia,2658,"Beverages, Alcoholic",2013,1000.0,,1000.0,,,,
1,Armenia,2659,"Alcohol, Non-Food",2010,1000.0,,,,1000.0,,
1,Armenia,2659,"Alcohol, Non-Food",2011,1000.0,,,,1000.0,,
1,Armenia,2659,"Alcohol, Non-Food",2012,1000.0,,,,1000.0,,
1,Armenia,2659,"Alcohol, Non-Food",2013,0.0,,,,0.0,,
1,Armenia,2680,Infant food,2010,0.0,,0.0,,,,
1,Armenia,2680,Infant food,2011,0.0,,0.0,,,,
1,Armenia,2680,Infant food,2012,0.0,,0.0,,,,
1,Armenia,2680,Infant food,2013,0.0,,0.0,,,,
1,Armenia,2731,Bovine Meat,2010,56000.0,,53000.0,,2000.0,,
1,Armenia,2731,Bovine Meat,2011,61000.0,,55000.0,,6000.0,,
1,Armenia,2731,Bovine Meat,2012,58000.0,,57000.0,,1000.0,,
1,Armenia,2731,Bovine Meat,2013,61000.0,,59000.0,,2000.0,,
1,Armenia,2732,Mutton & Goat Meat,2010,8000.0,,8000.0,,,,
1,Armenia,2732,Mutton & Goat Meat,2011,8000.0,,8000.0,,,,
1,Armenia,2732,Mutton & Goat Meat,2012,9000.0,,9000.0,,,,
1,Armenia,2732,Mutton & Goat Meat,2013,9000.0,,9000.0,,,,
1,Armenia,2733,Pigmeat,2010,23000.0,,18000.0,,5000.0,,
1,Armenia,2733,Pigmeat,2011,27000.0,,19000.0,,7000.0,,
1,Armenia,2733,Pigmeat,2012,28000.0,,27000.0,,2000.0,,
1,Armenia,2733,Pigmeat,2013,31000.0,,29000.0,,2000.0,,
1,Armenia,2734,Poultry Meat,2010,42000.0,,42000.0,,,,
1,Armenia,2734,Poultry Meat,2011,43000.0,,43000.0,,,,
1,Armenia,2734,Poultry Meat,2012,41000.0,,41000.0,,,,
1,Armenia,2734,Poultry Meat,2013,40000.0,,40000.0,,,,
1,Armenia,2735,"Meat, Other",2010,0.0,,0.0,,,,
1,Armenia,2735,"Meat, Other",2011,0.0,,0.0,,,,
1,Armenia,2735,"Meat, Other",2012,0.0,,0.0,,,,
1,Armenia,2735,"Meat, Other",2013,0.0,,0.0,,,,
1,Armenia,2736,"Offals, Edible",2010,14000.0,,13000.0,0.0,1000.0,,
1,Armenia,2736,"Offals, Edible",2011,16000.0,,13000.0,0.0,3000.0,,
1,Armenia,2736,"Offals, Edible",2012,15000.0,,14000.0,0.0,1000.0,,
1,Armenia,2736,"Offals, Edible",2013,17000.0,,14000.0,0.0,3000.0,,
1,Armenia,2737,"Fats, Animals, Raw",2010,10000.0,,10000.0,0.0,0.0,,
1,Armenia,2737,"Fats, Animals, Raw",2011,9000.0,,9000.0,0.0,0.0,,
1,Armenia,2737,"Fats, Animals, Raw",2012,11000.0,,11000.0,0.0,0.0,,
1,Armenia,2737,"Fats, Animals, Raw",2013,11000.0,,11000.0,0.0,0.0,,
1,Armenia,2740,"Butter, Ghee",2010,4000.0,,4000.0,,,,
1,Armenia,2740,"Butter, Ghee",2011,5000.0,,5000.0,,,,
1,Armenia,2740,"Butter, Ghee",2012,5000.0,,5000.0,,,,
1,Armenia,2740,"Butter, Ghee",2013,5000.0,,5000.0,,,,
1,Armenia,2743,Cream,2010,0.0,,0.0,,,,
1,Armenia,2743,Cream,2011,0.0,,0.0,,,,
1,Armenia,2743,Cream,2012,0.0,,0.0,,,,
1,Armenia,2743,Cream,2013,0.0,,0.0,,,,
1,Armenia,2744,Eggs,2010,39000.0,,37000.0,,2000.0,,0.0
1,Armenia,2744,Eggs,2011,37000.0,,34000.0,,3000.0,,0.0
1,Armenia,2744,Eggs,2012,36000.0,,36000.0,,0.0,,0.0
1,Armenia,2744,Eggs,2013,35000.0,,35000.0,,0.0,,0.0
1,Armenia,2745,Honey,2010,2000.0,,2000.0,,,,
1,Armenia,2745,Honey,2011,2000.0,,2000.0,,,,
1,Armenia,2745,Honey,2012,2000.0,,2000.0,,,,
1,Armenia,2745,Honey,2013,2000.0,,2000.0,,,,
1,Armenia,2761,Freshwater Fish,2010,4000.0,,4000.0,,0.0,,
1,Armenia,2761,Freshwater Fish,2011,4000.0,,4000.0,,0.0,,
1,Armenia,2761,Freshwater Fish,2012,6000.0,,6000.0,,0.0,,
1,Armenia,2761,Freshwater Fish,2013,10000.0,,10000.0,,0.0,,
1,Armenia,2762,Demersal Fish,2010,0.0,,0.0,,0.0,,
1,Armenia,2762,Demersal Fish,2011,0.0,,0.0,,0.0,,
1,Armenia,2762,Demersal Fish,2012,0.0,,0.0,,0.0,,
1,Armenia,2762,Demersal Fish,2013,0.0,,0.0,,0.0,,
1,Armenia,2763,Pelagic Fish,2010,6000.0,3000.0,3000.0,,0.0,,
1,Armenia,2763,Pelagic Fish,2011,10000.0,5000.0,4000.0,,0.0,,
1,Armenia,2763,Pelagic Fish,2012,11000.0,8000.0,3000.0,,0.0,,
1,Armenia,2763,Pelagic Fish,2013,11000.0,8000.0,2000.0,,0.0,,
1,Armenia,2764,"Marine Fish, Other",2010,0.0,,0.0,,0.0,,
1,Armenia,2764,"Marine Fish, Other",2011,0.0,,0.0,,0.0,,
1,Armenia,2764,"Marine Fish, Other",2012,1000.0,,1000.0,,0.0,,
1,Armenia,2764,"Marine Fish, Other",2013,1000.0,,1000.0,,0.0,,
1,Armenia,2765,Crustaceans,2010,0.0,,0.0,,0.0,,
1,Armenia,2765,Crustaceans,2011,0.0,,0.0,,0.0,,
1,Armenia,2765,Crustaceans,2012,0.0,,0.0,,0.0,,
1,Armenia,2765,Crustaceans,2013,0.0,,0.0,,0.0,,
1,Armenia,2766,Cephalopods,2010,0.0,,0.0,,0.0,,
1,Armenia,2766,Cephalopods,2011,0.0,,0.0,,0.0,,
1,Armenia,2766,Cephalopods,2012,0.0,,0.0,,0.0,,
1,Armenia,2766,Cephalopods,2013,0.0,,0.0,,0.0,,
1,Armenia,2767,"Molluscs, Other",2010,0.0,,0.0,,0.0,,
1,Armenia,2767,"Molluscs, Other",2011,0.0,,0.0,,0.0,,
1,Armenia,2767,"Molluscs, Other",2012,0.0,,0.0,,0.0,,
1,Armenia,2767,"Molluscs, Other",2013,0.0,,0.0,,0.0,,
1,Armenia,2769,"Aquatic Animals, Others",2010,0.0,,0.0,,0.0,,
1,Armenia,2769,"Aquatic Animals, Others",2011,0.0,,0.0,,0.0,,
1,Armenia,2769,"Aquatic Animals, Others",2012,0.0,,0.0,,0.0,,
1,Armenia,2769,"Aquatic Animals, Others",2013,0.0,,0.0,,0.0,,
1,Armenia,2775,Aquatic Plants,2010,0.0,,0.0,,0.0,,
1,Armenia,2775,Aquatic Plants,2011,0.0,,0.0,,0.0,,
1,Armenia,2775,Aquatic Plants,2012,0.0,,0.0,,0.0,,
1,Armenia,2775,Aquatic Plants,2013,0.0,,0.0,,0.0,,
1,Armenia,2781,"Fish, Body Oil",2010,0.0,,0.0,,0.0,,
1,Armenia,2781,"Fish, Body Oil",2011,0.0,,0.0,,0.0,,
1,Armenia,2781,"Fish, Body Oil",2012,0.0,,0.0,,0.0,,
1,Armenia,2781,"Fish, Body Oil",2013,0.0,,0.0,,0.0,,
1,Armenia,2782,"Fish, Liver Oil",2010,0.0,,0.0,,0.0,,
1,Armenia,2782,"Fish, Liver Oil",2011,0.0,,0.0,,0.0,,
1,Armenia,2782,"Fish, Liver Oil",2012,0.0,,0.0,,0.0,,
1,Armenia,2782,"Fish, Liver Oil",2013,0.0,,0.0,,0.0,,
1,Armenia,2805,Rice (Milled Equivalent),2010,11000.0,0.0,11000.0,,,,
1,Armenia,2805,Rice (Milled Equivalent),2011,9000.0,0.0,9000.0,,,,
1,Armenia,2805,Rice (Milled Equivalent),2012,9000.0,0.0,9000.0,,,,
1,Armenia,2805,Rice (Milled Equivalent),2013,10000.0,0.0,9000.0,,,,
1,Armenia,2848,Milk - Excluding Butter,2010,626000.0,65000.0,560000.0,,,0.0,
1,Armenia,2848,Milk - Excluding Butter,2011,629000.0,65000.0,564000.0,,,0.0,
1,Armenia,2848,Milk - Excluding Butter,2012,636000.0,26000.0,611000.0,,,0.0,
1,Armenia,2848,Milk - Excluding Butter,2013,671000.0,48000.0,622000.0,,,0.0,
1,Armenia,2899,Miscellaneous,2010,,,,,,,
