,ctry_cd,country,item_cd,item,origin,population,Food supply (kcal/ctry/y)
2571,41,"China, mainland",2763,Pelagic Fish,animal,1385567000,505731955000.0
2572,41,"China, mainland",2764,"Marine Fish, Other",animal,1385567000,1517195865000.0
2573,41,"China, mainland",2765,Crustaceans,animal,1385567000,2528659775000.0
2574,41,"China, mainland",2766,Cephalopods,animal,1385567000,505731955000.0
2575,41,"China, mainland",2767,"Molluscs, Other",animal,1385567000,2022927820000.0
2576,41,"China, mainland",2769,"Aquatic Animals, Others",animal,1385567000,505731955000.0
2577,41,"China, mainland",2775,Aquatic Plants,animal,1385567000,4551587595000.0
2578,41,"China, mainland",2781,"Fish, Body Oil",animal,1385567000,0.0
2579,41,"China, mainland",2782,"Fish, Liver Oil",animal,1385567000,0.0
2580,41,"China, mainland",2805,Rice (Milled Equivalent),vegetal,1385567000,407114223775000.0
2581,41,"China, mainland",2848,Milk - Excluding Butter,animal,1385567000,29332453390000.0
2582,41,"China, mainland",2899,Miscellaneous,vegetal,1385567000,0.0
2583,44,Colombia,2511,Wheat and products,vegetal,48321000,3985999290000.0
2584,44,Colombia,2513,Barley and products,vegetal,48321000,141097320000.0
2585,44,Colombia,2514,Maize and products,vegetal,48321000,4497477075000.0
2587,44,Colombia,2516,Oats,vegetal,48321000,17637165000.0
2590,44,Colombia,2520,"Cereals, Other",vegetal,48321000,17637165000.0
2591,44,Colombia,2531,Potatoes and products,vegetal,48321000,1128778560000.0
2592,44,Colombia,2532,Cassava and products,vegetal,48321000,1622619180000.0
2594,44,Colombia,2534,"Roots, Other",vegetal,48321000,70548660000.0
2595,44,Colombia,2535,Yams,vegetal,48321000,246920310000.0
2597,44,Colombia,2537,Sugar beet,vegetal,48321000,17637165000.0
2598,44,Colombia,2541,Sugar non-centrifugal,vegetal,48321000,4162370940000.0
2599,44,Colombia,2542,Sugar (Raw Equivalent),vegetal,48321000,5696804295000.0
2600,44,Colombia,2543,"Sweeteners, Other",vegetal,48321000,105822990000.0
2601,44,Colombia,2546,Beans,vegetal,48321000,529114950000.0
2602,44,Colombia,2547,Peas,vegetal,48321000,282194640000.0
2603,44,Colombia,2549,"Pulses, Other and products",vegetal,48321000,246920310000.0
2604,44,Colombia,2551,Nuts and products,vegetal,48321000,17637165000.0
2605,44,Colombia,2555,Soyabeans,vegetal,48321000,141097320000.0
2606,44,Colombia,2556,Groundnuts (Shelled Eq),vegetal,48321000,70548660000.0
2608,44,Colombia,2558,Rape and Mustardseed,vegetal,48321000,0.0
2610,44,Colombia,2560,Coconuts - Incl Copra,vegetal,48321000,141097320000.0
2613,44,Colombia,2563,Olives (including preserved),vegetal,48321000,0.0
2614,44,Colombia,2570,"Oilcrops, Other",vegetal,48321000,0.0
2615,44,Colombia,2571,Soyabean Oil,vegetal,48321000,2486840265000.0
2616,44,Colombia,2572,Groundnut Oil,vegetal,48321000,0.0
2617,44,Colombia,2573,Sunflowerseed Oil,vegetal,48321000,229283145000.0
2618,44,Colombia,2574,Rape and Mustard Oil,vegetal,48321000,123460155000.0
2619,44,Colombia,2575,Cottonseed Oil,vegetal,48321000,70548660000.0
2620,44,Colombia,2576,Palmkernel Oil,vegetal,48321000,282194640000.0
2621,44,Colombia,2577,Palm Oil,vegetal,48321000,2963043720000.0
2622,44,Colombia,2578,Coconut Oil,vegetal,48321000,0.0
2623,44,Colombia,2579,Sesameseed Oil,vegetal,48321000,17637165000.0
2624,44,Colombia,2580,Olive Oil,vegetal,48321000,35274330000.0
2625,44,Colombia,2582,Maize Germ Oil,vegetal,48321000,211645980000.0
2626,44,Colombia,2586,"Oilcrops Oil, Other",vegetal,48321000,0.0
2627,44,Colombia,2601,Tomatoes and products,vegetal,48321000,141097320000.0
2628,44,Colombia,2602,Onions,vegetal,48321000,176371650000.0
2629,44,Colombia,2605,"Vegetables, Other",vegetal,48321000,246920310000.0
2630,44,Colombia,2611,"Oranges, Mandarines",vegetal,48321000,123460155000.0
2631,44,Colombia,2612,"Lemons, Limes and products",vegetal,48321000,17637165000.0
2632,44,Colombia,2613,Grapefruit and products,vegetal,48321000,0.0
2633,44,Colombia,2614,"Citrus, Other",vegetal,48321000,176371650000.0
2634,44,Colombia,2615,Bananas,vegetal,48321000,317468970000.0
2635,44,Colombia,2616,Plantains,vegetal,48321000,2328105780000.0
2636,44,Colombia,2617,Apples and products,vegetal,48321000,52911495000.0
2637,44,Colombia,2618,Pineapples and products,vegetal,48321000,141097320000.0
2638,44,Colombia,2619,Dates,vegetal,48321000,0.0
2639,44,Colombia,2620,Grapes and products (excl wine),vegetal,48321000,35274330000.0
2640,44,Colombia,2625,"Fruits, Other",vegetal,48321000,970044075000.0
2641,44,Colombia,2630,Coffee and products,vegetal,48321000,35274330000.0
2642,44,Colombia,2633,Cocoa Beans and products,vegetal,48321000,105822990000.0
2643,44,Colombia,2635,Tea (including mate),vegetal,48321000,0.0
2644,44,Colombia,2640,Pepper,vegetal,48321000,0.0
2646,44,Colombia,2642,Cloves,vegetal,48321000,0.0
2647,44,Colombia,2645,"Spices, Other",vegetal,48321000,70548660000.0
2648,44,Colombia,2655,Wine,vegetal,48321000,17637165000.0
2649,44,Colombia,2656,Beer,vegetal,48321000,723123765000.0
2650,44,Colombia,2657,"Beverages, Fermented",vegetal,48321000,0.0
2651,44,Colombia,2658,"Beverages, Alcoholic",vegetal,48321000,317468970000.0
2653,44,Colombia,2680,Infant food,vegetal,48321000,35274330000.0
2654,44,Colombia,2731,Bovine Meat,animal,48321000,1693167840000.0
